position_abs,time,name,country,date_birth,position_venue,venue,date
2737,45.09,Vladislav Frolov,RUS,1980-07-24,2,Göteborg,2006-08-09
2737,45.09,Alleyne Francique,GRN,1976-06-07,3,Monaco,2006-08-20
2737,45.09,Michael Blackwood,JAM,1976-08-29,5,Stuttgart,2006-09-09
2737,45.09,LaShawn Merritt,USA,1986-06-27,2rA,New York City,2007-06-02
2737,45.09,Ricardo Chambers,JAM,1984-10-07,4s2,Beijing,2008-08-19
2737,45.09,Gary Kikaya,COD,1978-02-04,2,Shanghai,2008-09-20
2737,45.09,Tabarie Henry,ISV,1987-12-01,1r1,Austin,2009-05-02
2737,45.09,Michael Bingham,GBR,1986-04-13,2,Fayetteville,2009-06-13
2737,45.09,Kévin Borlée,BEL,1988-02-22,1rA,Madrid,2012-07-08
2737,45.09,Wayde van Niekerk,RSA,1992-07-15,2,Ostrava,2013-06-27
2737,45.09,Tony McQuay,USA,1990-04-16,2,London,2013-07-26
2737,45.09,Hugo de Souza,BRA,1987-03-05,2,Santiago de Chile,2014-03-14
2737,45.09,Brycen Spratling,USA,1992-03-10,1s1,Jacksonville,2014-05-30
2737,45.09,David Verburg,USA,1991-05-14,4rA,New York City,2014-06-14
2737,45.09,Manteo Mitchell,USA,1987-07-06,5,Sacramento,2014-06-28
2737,45.09,Machel Cedenio,TTO,1995-06-09,1,Clermont,2015-04-18
2737,45.09,Matthew Hudson-Smith,GBR,1994-10-26,2rA,Oslo,2015-06-11
2737,45.09,Jarryd Dunn,GBR,1992-01-30,1rB,Cheboksary,2015-06-20
2737,45.09,Pavel Maslák,CZE,1991-02-21,1rA,Velenje,2015-07-01
2737,45.09,Gustavo Cuesta,DOM,1988-11-14,2h3,San José,2015-08-07
2737,45.09,Lalonde Gordon,TTO,1988-11-25,1,Norwalk,2016-06-04
2737,45.09,Arman Hall,USA,1994-02-14,4,Eugene,2016-07-03
2737,45.09,Michael Cherry,USA,1995-03-23,4,Columbia,2017-05-13
2737,45.09,Steven Gayle,JAM,1994-03-19,3,Kingston,2017-06-25
2737,45.09,Jonathan Borlée,BEL,1988-02-22,2rB,Madrid,2017-07-14
2737,45.09,Kévin Borlée,BEL,1988-02-22,3h1,London,2017-08-05
2822,45.1,Bernd Herrmann,FRG,1951-11-22,1,Hannover,1974-07-27
2822,45.1,Bernd Herrmann,FRG,1951-11-22,1,Gelsenkirchen,1975-06-29
2822,45.1,Alberto Juantorena,CUB,1950-12-03,1s1,Montréal,1976-07-28
2822,45.1,Willie Smith,USA,1956-02-28,1,Walnut,1979-06-17
2822,45.1,Alfons Brijdenbach,BEL,1954-10-12,5,Moskva,1980-07-30
2822,45.1,Bert Cameron,JAM,1959-11-16,1,La Habana,1982-08-09
2822,45.1,Ray Armstead,USA,1960-05-27,3s2,Los Angeles,1984-06-19
2822,45.1,Bert Cameron,JAM,1959-11-16,4s2,Los Angeles,1984-08-06
2822,45.1,Willie Caldwell,USA,1963-09-25,5,Indianapolis,1985-06-16
2822,45.1,Innocent Egbunike,NGR,1961-11-30,1,Kobe,1985-08-31
2822,45.1,Ian Morris,TTO,1961-11-30,1,Los Angeles,1986-05-24
2822,45.1,Danny Everett,USA,1966-11-01,1s2,Eugene,1986-06-20
2822,45.1,Gabriel Tiacoh,CIV,1963-09-10,1,London,1987-08-02
2822,45.1,Michael Franks,USA,1963-09-23,5r1,Berlin,1987-08-21
2822,45.1,Andre Phillips,USA,1959-09-05,1,Tucson,1988-06-11
2822,45.1,Tim Simon,USA,1966-09-11,1,Leverkusen,1988-06-28
2822,45.1,Mark Rowe,USA,1960-07-28,6s2,Indianapolis,1988-07-18
2822,45.1,Antonio McKay,USA,1964-02-09,7rA,Zürich,1988-08-17
2822,45.1,Clarence Daniel,USA,1961-06-11,1,Westwood,1988-09-03
2822,45.1,Roberto Hernández,CUB,1967-03-06,1,Sofia,1989-07-08
2822,45.1,Alvin Daniel,TTO,1968-08-30,1,Kingston,1991-05-04
2822,45.1,Antonio Pettigrew,USA,1967-11-03,1s2,New York City,1991-06-14
2822,45.1,Deon Minor,USA,1973-01-22,1,College Station,1992-05-02
2822,45.1,Ibrahim Ismail,QAT,1972-05-10,7,Barcelona,1992-08-05
2822,45.1,Anthuan Maybank,USA,1969-12-30,1h2,New Orleans,1993-06-03
2822,45.1,Antonio Pettigrew,USA,1967-11-03,1,Helsinki,1994-06-29
2822,45.1,Roger Black,GBR,1966-03-31,3,London,1994-07-15
2822,45.1,Danny McFarlane,JAM,1972-02-14,1s1,Kingston,1995-06-23
2822,45.1,Marlon Ramsey,USA,1974-09-11,1,Colorado Springs,1995-07-29
2822,45.1,Ibrahim Ismail,QAT,1972-05-10,1h2,Göteborg,1995-08-05
2822,45.1,Harry Reynolds,USA,1964-06-08,2s2,Göteborg,1995-08-07
2822,45.1,Samson Kitur,KEN,1966-02-25,4,Bruxelles,1995-08-25
2822,45.1,Deon Minor,USA,1973-01-22,1q1,Atlanta,1996-06-16
2822,45.1,Quincy Watts,USA,1970-06-19,3s1,Atlanta,1996-06-17
2822,45.1,Simon Kemboi,KEN,1967-03-01,4,Nairobi,1996-06-29
2822,45.1,Charles Gitonga,KEN,1971-10-05,2,Fort-de-France,1997-05-01
2822,45.1,Mark Richardson,GBR,1972-07-26,2,London,1997-08-17
2822,45.1,Harry Reynolds,USA,1964-06-08,4,Uniondale,1998-07-21
2822,45.1,Davian Clarke,JAM,1976-04-30,4s2,Kuala Lumpur,1998-09-17
2822,45.1,Michael Johnson,USA,1967-09-13,1q2,Sevilla,1999-08-23
2822,45.1,Hendrik Mokganyetsi,RSA,1975-09-07,1,Budapest,2000-07-22
2822,45.1,Tyree Washington,USA,1976-08-28,2,Portland,2001-06-03
2822,45.1,Hamdan Odha Al-Bishi,KSA,1981-05-05,3s2,Edmonton,2001-08-05
2822,45.1,Sanjay Ayre,JAM,1980-06-19,4,Baton Rouge,2002-06-01
2822,45.1,Christopher Brown,BAH,1978-10-15,1,Pretoria,2003-04-04
2822,45.1,Lewis Banda,ZIM,1983-08-16,2,Northridge,2004-05-29
2822,45.1,Young Talkmore Nyangani,ZIM,1983-09-02,2,Strasbourg,2005-06-23
2822,45.1,Andrew Rock,USA,1982-01-23,2,Roma,2005-07-08
2822,45.1,Lewis Banda,ZIM,1983-08-16,4,Sacramento,2006-06-10
2822,45.1,Gary Kikaya,COD,1978-02-04,1r1,Madrid,2006-07-17
2822,45.1,Leslie Djhoné,FRA,1981-03-18,1rA,Tomblaine,2006-07-22
2822,45.1,LaShawn Merritt,USA,1986-06-27,1rA,Shanghai,2006-09-23
2822,45.1,Christopher Brown,BAH,1978-10-15,2rA,Carson,2007-05-20
2822,45.1,Tyler Christopher,CAN,1983-10-03,1,Windsor,2007-07-14
2822,45.1,Jeremy Wariner,USA,1984-01-31,1h2,Osaka,2007-08-28
2822,45.1,Tyler Christopher,CAN,1983-10-03,2,Berlin,2007-09-16
2822,45.1,Kerron Clement,USA,1985-10-31,4,Carson,2008-05-18
2822,45.1,Gary Kikaya,COD,1978-02-04,1,Rieti,2008-09-07
2822,45.1,Tabarie Henry,ISV,1987-12-01,4,New York City,2009-05-30
2822,45.1,LaShawn Merritt,USA,1986-06-27,1,Gateshead,2009-08-31
2822,45.1,Rennie Quow,TTO,1987-08-25,4,Monaco,2010-07-22
2822,45.1,Kirani James,GRN,1992-09-01,1,Des Moines,2011-06-10
2822,45.1,Rusheen McDonald,JAM,1992-08-17,2,Kingston,2012-07-01
2822,45.1,Luguelin Santos,DOM,1993-11-12,4,Monaco,2012-07-20
2822,45.1,Pavel Maslák,CZE,1991-02-21,1,Warszawa,2012-08-19
2822,45.1,Jonathan Borlée,BEL,1988-02-22,2,Linz,2012-08-20
2822,45.1,Kyle Clemons,USA,1990-12-27,1,Waco,2013-05-05
2822,45.1,Deon Lendore,TTO,1992-10-28,1s1,Austin,2013-05-24
2822,45.1,Martyn Rooney,GBR,1987-04-03,4,Zürich,2014-08-28
2822,45.1,Isaac Makwala,BOT,1986-09-29,5rA,Kingston,2015-05-09
2822,45.1,Vernon Norwood,USA,1992-04-10,1,Eugene,2015-06-12
2822,45.1,Vernon Norwood,USA,1992-04-10,2s2,Eugene,2015-06-26
2822,45.1,Onkabetse Nkobolo,BOT,1993-07-22,2s2,Brazzaville,2015-09-14
2822,45.1,Fred Kerley,USA,1995-05-07,2,Tempe,2016-04-09
2822,45.1,Machel Cedenio,TTO,1995-06-09,1,Georgetown,2016-05-14
2822,45.1,Kyle Collins,USA,1994-09-09,3s2,Sacramento,2017-06-23
2822,45.1,Wilbert London,USA,1997-08-17,2h4,London,2017-08-05
2822,45.1,Pavel Maslák,CZE,1991-02-21,4h1,London,2017-08-05
2822,45.1,Kévin Borlée,BEL,1988-02-22,4s1,London,2017-08-06
2901,45.11,Robert Taylor,USA,1953-04-29,2,Westwood,1976-06-12
2901,45.11,Fred Newhouse,USA,1948-11-08,1,Viareggio,1976-08-14
2901,45.11,Billy Mullins,USA,1958-01-02,1,Westwood,1978-05-07
2901,45.11,Tony Darden,USA,1957-09-02,1,San Juan,1979-07-12
2901,45.11,Herman Frazier,USA,1954-10-29,2,Colorado Springs,1979-07-29
2901,45.11,Tony Darden,USA,1957-09-02,1,London,1981-08-08
2901,45.11,Harald Schmid,FRG,1957-09-29,2,München,1983-07-26
2901,45.11,Ludwig Myburgh,RSA,1962-04-26,1h1,Potchefstroom,1985-04-12
2901,45.11,Willie Caldwell,USA,1963-09-25,1,Arlington,1985-04-13
2901,45.11,Antonio McKay,USA,1964-02-09,3s1,Eugene,1986-06-20
2901,45.11,Clarence Daniel,USA,1961-06-11,1r1,Moskva,1986-07-07
2901,45.11,Michael Franks,USA,1963-09-23,1,Durham,1987-07-25
2901,45.11,Roberto Hernández,CUB,1967-03-06,1,Athínai,1988-06-04
2901,45.11,Darrell Robinson,USA,1963-12-23,4,Athínai,1988-09-03
2901,45.11,Tim Simon,USA,1966-09-11,1s2,Houston,1989-06-16
2901,45.11,Kevin Young,USA,1966-09-16,3,Walnut,1992-04-18
2901,45.11,Samson Kitur,KEN,1966-02-25,2,Villeneuve d'Ascq,1993-07-02
2901,45.11,Andrew Valmon,USA,1965-01-01,3,Lausanne,1993-07-07
2901,45.11,Steve Lewis,USA,1969-05-16,1,Ingolstadt,1993-07-21
2901,45.11,Antonio Pettigrew,USA,1967-11-03,4,Köln,1993-08-01
2901,45.11,Sunday Bada,NGR,1969-06-22,5,Stuttgart,1993-08-17
2901,45.11,Chris Jones,USA,1973-10-08,2,Boise,1994-06-04
2901,45.11,Du'aine Thorne-Ladejo,GBR,1971-02-14,2,Victoria,1994-08-23
2901,45.11,Kevin Lyles,USA,1973-07-23,1,Fairfax,1995-05-21
2901,45.11,Valentin Kulbatskiy,UKR,1974-09-05,1s2,Fukuoka,1995-09-01
2901,45.11,Michael Johnson,USA,1967-09-13,2q1,Atlanta,1996-06-16
2901,45.11,Derek Mills,USA,1972-07-09,2,Gateshead,1996-08-19
2901,45.11,Derek Mills,USA,1972-07-09,4s2,Indianapolis,1997-06-13
2901,45.11,Michael McDonald,JAM,1975-03-17,2,Villeneuve d'Ascq,1997-06-29
2901,45.11,Davis Kamoga,UGA,1968-03-17,1,Salamanca,1997-07-14
2901,45.11,Roxbert Martin,JAM,1969-11-05,2,Maracaibo,1998-08-16
2901,45.11,Derrick Brew,USA,1977-12-28,2,Eugene,1999-06-26
2901,45.11,Stefan Holz,GER,1979-02-25,1r1,Zürich,1999-08-11
2901,45.11,Kennedy Ochieng,KEN,1971-12-30,1s2,Johannesburg,1999-09-15
2901,45.11,Michael Blackwood,JAM,1976-08-29,5,Durham,2000-06-03
2901,45.11,Gregory Haughton,JAM,1973-11-10,1,Nassau,2000-06-09
2901,45.11,Danny McCray,USA,1974-03-11,3s1,Sacramento,2000-07-15
2901,45.11,Mark Richardson,GBR,1972-07-26,3,London,2000-08-05
2901,45.11,Hendrik Mokganyetsi,RSA,1975-09-07,1,Durban,2001-03-02
2901,45.11,Sanderlei Claro Parrela,BRA,1974-10-07,1,Manaus,2001-05-19
2901,45.11,Leonard Byrd,USA,1975-03-17,2h4,Eugene,2001-06-21
2901,45.11,Ingo Schultz,GER,1975-07-26,1h6,Edmonton,2001-08-04
2901,45.11,Alleyne Francique,GRN,1976-06-07,2s1,Edmonton,2001-08-05
2901,45.11,Michael Blackwood,JAM,1976-08-29,2,Eugene,2002-05-26
2901,45.11,Brandon Simpson,JAM,1981-09-06,1s1,Kingston,2002-06-21
2901,45.11,Christopher Brown,BAH,1978-10-15,3s1,Manchester,2002-07-27
2901,45.11,Cédric Van Branteghem,BEL,1979-03-13,2rB,Madrid,2003-07-19
2901,45.11,Mitch Potter,USA,1980-09-16,1,Santo Domingo,2003-08-08
2901,45.11,Jerome Young,USA,1976-08-14,1,Berlin,2003-08-10
2901,45.11,Yeimer López,CUB,1982-08-20,4s3,Saint-Denis,2003-08-24
2901,45.11,Davian Clarke,JAM,1976-04-30,2,Belém,2004-05-23
2901,45.11,Mitch Potter,USA,1980-09-16,1h1,College Station,2004-05-28
2901,45.11,Cédric Van Branteghem,BEL,1979-03-13,3,La Chaux-de-Fonds,2004-08-08
2901,45.11,Otis Harris,USA,1982-06-30,2h2,Athínai,2004-08-20
2901,45.11,Tim Benjamin,GBR,1982-05-02,1,Sollentuna,2005-06-28
2901,45.11,Andrew Rock,USA,1982-01-23,1h4,Indianapolis,2006-06-22
2901,45.11,Darold Williamson,USA,1983-02-19,1s1,Indianapolis,2006-06-23
2901,45.11,Ofentse Mogawane,RSA,1982-02-20,1r1,Malles,2006-07-22
2901,45.11,Dimítrios Régas,GRE,1986-09-17,3,Athínai,2006-09-16
2901,45.11,Jonathan Borlée,BEL,1988-02-22,5s2,Beijing,2008-08-19
2901,45.11,Leslie Djhoné,FRA,1981-03-18,5,Beijing,2008-08-21
2901,45.11,Gil Roberts,USA,1989-03-15,1,Norman,2009-05-30
2901,45.11,Josh Scott,USA,1985-03-09,1,Charlotte,2010-05-29
2901,45.11,Jamaal Torrence,USA,1983-07-20,4,Eugene,2011-06-25
2901,45.11,Nigel Levine,GBR,1989-04-30,1,Oslo,2012-06-07
2901,45.11,Ramon Miller,BAH,1987-02-17,4s3,London,2012-08-05
2901,45.11,Luguelin Santos,DOM,1993-11-12,3,Shanghai,2013-05-18
2901,45.11,Michael Mathieu,BAH,1984-06-24,1r1,Clermont,2014-05-31
2901,45.11,Kyle Clemons,USA,1990-12-27,1s1,Sacramento,2014-06-27
2901,45.11,Jakub Krzewina,POL,1989-10-10,1,Wroclaw,2014-07-14
2901,45.11,Jakub Krzewina,POL,1989-10-10,1,Szczecin,2014-07-30
2901,45.11,Isaac Makwala,BOT,1986-09-29,1,Berlin,2014-08-31
2901,45.11,Steven Gardiner,BAH,1995-09-12,1,Atlanta,2015-08-01
2901,45.11,David Verburg,USA,1991-05-14,2r1,Gainesville,2016-04-22
2901,45.11,Michael Cherry,USA,1995-03-23,3,Eugene,2016-06-10
2901,45.11,Wilbert London,USA,1997-08-17,4s2,Sacramento,2017-06-23
2977,45.12,Darrol Gatson,USA,1956-01-29,2,Tuscaloosa,1978-04-15
2977,45.12,Nikolay Chernyetskiy,RUS,1959-11-29,1s1,Ciudad de México,1979-09-09
2977,45.12,Franz-Peter Hofmeister,FRG,1951-08-05,2,Ciudad de México,1979-09-11
2977,45.12,Walter McCoy,USA,1958-11-15,2r1,Bruxelles,1981-08-28
2977,45.12,Hartmut Weber,FRG,1960-10-17,2,München,1982-07-24
2977,45.12,Charles Phillips,USA,1959-08-18,1,Cape Girardeau,1983-05-28
2977,45.12,Hartmut Weber,FRG,1960-10-17,1,Bremen,1983-06-25
2977,45.12,Jens Carlowitz,GER,1964-08-08,2,Berlin,1984-07-15
2977,45.12,Matthias Schersing,GDR,1964-10-07,2r2,Zürich,1985-08-21
2977,45.12,Walter McCoy,USA,1958-11-15,2,Canberra,1985-10-02
2977,45.12,Devon Morris,JAM,1961-01-22,1,Lawrence,1986-04-19
2977,45.12,Michael Franks,USA,1963-09-23,2,Köln,1987-08-16
2977,45.12,Roberto Hernández,CUB,1967-03-06,2,Nice,1988-07-10
2977,45.12,Clarence Daniel,USA,1961-06-11,4s1,Indianapolis,1988-07-18
2977,45.12,Michael Franks,USA,1963-09-23,4rB,Zürich,1988-08-17
2977,45.12,Andrew Valmon,USA,1965-01-01,4,Norwalk,1990-06-16
2977,45.12,Ian Morris,TTO,1961-11-30,6,Tokyo,1991-08-29
2977,45.12,Roger Black,GBR,1966-03-31,1,Edinburgh,1992-06-19
2977,45.12,Samson Kitur,KEN,1966-02-25,3,København,1992-08-25
2977,45.12,Steve Lewis,USA,1969-05-16,3,Zürich,1994-08-17
2977,45.12,Gregory Haughton,JAM,1973-11-10,2q2,Göteborg,1995-08-06
2977,45.12,Alvin Harrison,USA,1974-01-20,1,San José,1996-06-01
2977,45.12,Derrick Brew,USA,1977-12-28,1,Norman,1998-04-11
2977,45.12,Anthuan Maybank,USA,1969-12-30,3,London,1999-08-07
2977,45.12,Jerome Davis,USA,1977-08-22,3r2,Zürich,1999-08-11
2977,45.12,Arnaud Malherbe,RSA,1972-11-20,2r1,Roodepoort,2001-03-16
2977,45.12,Avard Moncur,BAH,1978-11-02,1,Lausanne,2001-07-04
2977,45.12,Shane Niemi,CAN,1978-06-02,1r2,Thessaloníki,2001-08-22
2977,45.12,Eric Milazar,MRI,1975-06-01,2,Pretoria,2002-04-12
2977,45.12,Rickey Harris,USA,1981-09-29,3,Starkville,2002-05-12
2977,45.12,Brandon Simpson,JAM,1981-09-06,2h1,Baton Rouge,2002-05-30
2977,45.12,Leonard Byrd,USA,1975-03-17,3,Roma,2002-07-12
2977,45.12,Michael Blackwood,JAM,1976-08-29,4s1,Manchester,2002-07-27
2977,45.12,Avard Moncur,BAH,1978-11-02,3,Manchester,2002-07-28
2977,45.12,Kelly Willie,USA,1982-09-07,1h1,Baton Rouge,2004-05-28
2977,45.12,Kelly Willie,USA,1982-09-07,2s2,Sacramento,2005-06-10
2977,45.12,Darold Williamson,USA,1983-02-19,7,Helsinki,2005-08-12
2977,45.12,Michael Blackwood,JAM,1976-08-29,3,Eugene,2006-05-28
2977,45.12,Avard Moncur,BAH,1978-11-02,2,Nassau,2007-06-22
2977,45.12,Johan Wissman,SWE,1982-12-02,1,Malmö,2007-07-02
2977,45.12,Johan Wissman,SWE,1982-12-02,3rA,Roma,2007-07-13
2977,45.12,Christopher Brown,BAH,1978-10-15,1h1,Rio de Janeiro,2007-07-23
2977,45.12,Andrew Rock,USA,1982-01-23,5rA,Stockholm,2007-08-07
2977,45.12,Ato Stephens,TTO,1979-06-19,3s2,Osaka,2007-08-29
2977,45.12,LeJerald Betters,USA,1988-02-06,1s2,Des Moines,2008-06-13
2977,45.12,David Gillick,IRL,1983-07-09,1rB,Villeneuve d'Ascq,2008-06-27
2977,45.12,Leslie Djhoné,FRA,1981-03-18,1h1,Beijing,2008-08-18
2977,45.12,Martyn Rooney,GBR,1987-04-03,6,Beijing,2008-08-21
2977,45.12,Dwight Mullings,JAM,1986-12-10,2h2,Greensboro,2010-05-28
2977,45.12,Vladimir Krasnov,RUS,1990-08-19,1r3,Yerino,2010-06-11
2977,45.12,LeJerald Betters,USA,1988-02-06,1s2,Des Moines,2010-06-25
2977,45.12,William Collazo,CUB,1986-08-31,2rA,Barcelona,2010-07-09
2977,45.12,Femi Ogunode,QAT,1991-01-31,1,Guangzhou,2010-11-22
2977,45.12,Kirani James,GRN,1992-09-01,1r1,Oxford MS,2011-04-23
2977,45.12,Jermaine Gonzáles,JAM,1984-11-26,1h2,Daegu,2011-08-28
2977,45.12,Kirani James,GRN,1992-09-01,1h4,Daegu,2011-08-28
2977,45.12,Calvin Smith,USA,1987-12-10,1,Rieti,2012-09-09
2977,45.12,Wayde van Niekerk,RSA,1992-07-15,1,Bloemfontein,2014-02-21
2977,45.12,Mike Berry,USA,1991-12-10,6,Sacramento,2014-06-28
2977,45.12,Manteo Mitchell,USA,1987-07-06,2,Heusden-Zolder,2014-07-19
2977,45.12,Bryshon Nellum,USA,1989-05-01,2h2,Eugene,2015-06-25
2977,45.12,Matteo Galvan,ITA,1988-08-24,1,Rieti,2016-06-25
2977,45.12,Matteo Galvan,ITA,1988-08-24,2s2,Amsterdam,2016-07-07
2977,45.12,Ali Khamis Khamis,BRN,1995-06-30,1h7,Rio de Janeiro,2016-08-12
2977,45.12,Quincy Hall,USA,1998-07-31,1r2,Torrance,2017-04-15
2977,45.12,Isaac Makwala,BOT,1986-09-29,1r3,Velenje,2017-06-20
2977,45.12,Wilbert London,USA,1997-08-17,5s1,London,2017-08-06
3044,45.13,Vince Matthews,USA,1947-12-16,2,Winnipeg,1967-07-30
3044,45.13,Charles Asati,KEN,1946-03-03,4,München,1972-09-07
3044,45.13,Alfons Brijdenbach,BEL,1954-10-12,1,Dortmund,1976-06-06
3044,45.13,Alfons Brijdenbach,BEL,1954-10-12,1,Bruxelles,1977-08-16
3044,45.13,Antonio McKay,USA,1964-02-09,2,Knoxville,1984-05-19
3044,45.13,Thomas Schönlebe,GER,1965-08-06,1,Erfurt,1984-06-02
3044,45.13,Thomas Schönlebe,GER,1965-08-06,1h,Berlin,1984-07-20
3044,45.13,Andrew Valmon,USA,1965-01-01,1h3,Austin,1985-05-30
3044,45.13,Bert Cameron,JAM,1959-11-16,3r1,Köln,1985-08-25
3044,45.13,Walter McCoy,USA,1958-11-15,3r1,Zürich,1986-08-13
3044,45.13,Danny Everett,USA,1966-11-01,1h2,Baton Rouge,1987-06-04
3044,45.13,Roberto Hernández,CUB,1967-03-06,3,Indianapolis,1987-08-13
3044,45.13,Bert Cameron,JAM,1959-11-16,5r1,Zürich,1987-08-19
3044,45.13,Michael Franks,USA,1963-09-23,1,Rieti,1987-09-08
3044,45.13,Innocent Egbunike,NGR,1961-11-30,3r1,Köln,1988-08-21
3044,45.13,Jens Carlowitz,GER,1964-08-08,1,Potsdam,1988-09-09
3044,45.13,Raymond Pierre,USA,1967-09-19,1,Kingston,1989-05-06
3044,45.13,Mohamed Al Malky,OMA,1962-12-01,2,London,1989-07-14
3044,45.13,Danny Everett,USA,1966-11-01,2,Bruxelles,1989-08-25
3044,45.13,Gabriel Tiacoh,CIV,1963-09-10,3,Monaco,1989-09-01
3044,45.13,Roger Black,GBR,1966-03-31,2,Gateshead,1990-08-17
3044,45.13,Thomas Schönlebe,GER,1965-08-06,2,Split,1990-08-30
3044,45.13,Samuel Matete,ZAM,1968-07-27,1,Parma,1991-06-22
3044,45.13,Raymond Pierre,USA,1967-09-19,5,Monaco,1991-08-03
3044,45.13,Harry Reynolds,USA,1964-06-08,1,Pointe-á-Pitre,1993-05-01
3044,45.13,Samson Kitur,KEN,1966-02-25,4,London,1993-09-10
3044,45.13,Steve Lewis,USA,1969-05-16,1,Des Moines,1995-04-29
3044,45.13,Ibrahim Hassan,GHA,1971-02-12,5r1,Walnut,1996-04-21
3044,45.13,Darnell Hall,USA,1971-09-26,1,Roma,1996-06-05
3044,45.13,Jamie Baulch,GBR,1973-05-03,1r2,Zürich,1996-08-14
3044,45.13,Jason Rouser,USA,1970-03-22,2h3,Indianapolis,1997-06-12
3044,45.13,Iwan Thomas,GBR,1974-01-05,4,Roodepoort,1998-03-16
3044,45.13,Calvin Harrison,USA,1974-01-20,2,Cape Town,1998-03-20
3044,45.13,Harry Reynolds,USA,1964-06-08,2h4,New Orleans,1998-06-19
3044,45.13,Alvin Harrison,USA,1974-01-20,2s2,New Orleans,1998-06-20
3044,45.13,Iwan Thomas,GBR,1974-01-05,1,Glasgow,1998-08-30
3044,45.13,Roxbert Martin,JAM,1969-11-05,5s2,Kuala Lumpur,1998-09-17
3044,45.13,Harry Reynolds,USA,1964-06-08,1,Gainesville,1999-03-27
3044,45.13,Tomasz Czubak,POL,1973-12-16,1h1,Sevilla,1999-08-22
3044,45.13,Michael McDonald,JAM,1975-03-17,1h3,Sevilla,1999-08-22
3044,45.13,Gregory Haughton,JAM,1973-11-10,2q4,Sevilla,1999-08-23
3044,45.13,Kennedy Ochieng,KEN,1971-12-30,3q3,Sevilla,1999-08-23
3044,45.13,Alejandro Cárdenas,MEX,1974-09-04,1,Rovereto,1999-09-01
3044,45.13,Sanderlei Claro Parrela,BRA,1974-10-07,1,Bogotá,2000-05-06
3044,45.13,Robert Mackowiak,POL,1970-05-13,1,Kraków,2000-08-05
3044,45.13,Hendrik Mokganyetsi,RSA,1975-09-07,1,Pretoria,2001-03-23
3044,45.13,Malik Louahla,ALG,1977-12-19,1h7,Edmonton,2001-08-04
3044,45.13,Eric Milazar,MRI,1975-06-01,4,Edmonton,2001-08-06
3044,45.13,Brandon Simpson,JAM,1981-09-06,1,Nuoro,2002-07-07
3044,45.13,Daniel Caines,GBR,1979-05-15,4,Manchester,2002-07-28
3044,45.13,Jeremy Wariner,USA,1984-01-31,1r2,Tempe,2003-04-12
3044,45.13,Yeimer López,CUB,1982-08-20,2,Santo Domingo,2003-08-08
3044,45.13,Hamdan Odha Al-Bishi,KSA,1981-05-05,1,Malmö,2003-08-12
3044,45.13,Michael Blackwood,JAM,1976-08-29,1h1,Saint-Denis,2003-08-23
3044,45.13,Otis Harris,USA,1982-06-30,4s1,Sacramento,2004-07-12
3044,45.13,Jeremy Wariner,USA,1984-01-31,2,Fayetteville,2005-04-23
3044,45.13,Otis Harris,USA,1982-06-30,1,Santo Domingo,2006-05-13
3044,45.13,Michael Blackwood,JAM,1976-08-29,2,Santo Domingo,2006-05-13
3044,45.13,Ricardo Chambers,JAM,1984-10-07,1,Kingston,2006-06-25
3044,45.13,Carlos Santa,DOM,1978-01-07,3r2,Madrid,2006-07-17
3044,45.13,Tyler Christopher,CAN,1983-10-03,4rA,Stockholm,2006-07-25
3044,45.13,Angelo Taylor,USA,1978-12-29,2h6,Osaka,2007-08-28
3044,45.13,Cédric Van Branteghem,BEL,1979-03-13,1rA,Madrid,2008-07-05
3044,45.13,Leslie Djhoné,FRA,1981-03-18,1,Albi,2008-07-25
3044,45.13,Rennie Quow,TTO,1987-08-25,2h6,Beijing,2008-08-18
3044,45.13,Ricardo Chambers,JAM,1984-10-07,3s3,Berlin,2009-08-19
3044,45.13,Jeremy Wariner,USA,1984-01-31,1rA,New York City,2011-06-11
3044,45.13,Rabah Yousif,SUD,1985-12-11,1rA,Lapinlahti,2011-07-24
3044,45.13,Deon Lendore,TTO,1992-10-28,1,Manhattan,2012-05-13
3044,45.13,LaShawn Merritt,USA,1986-06-27,1,Ostrava,2012-05-25
3044,45.13,Akheem Gauntlett,JAM,1990-08-26,2h2,Des Moines,2012-06-06
3044,45.13,Rabah Yousif,SUD,1985-12-11,4s1,London,2012-08-05
3044,45.13,Lalonde Gordon,TTO,1988-11-25,3,Bruxelles,2012-09-07
3044,45.13,Pavel Maslák,CZE,1991-02-21,5,Saint-Denis,2013-07-06
3044,45.13,Anderson Freitas Henriques,BRA,1992-03-03,1h2,Moskva,2013-08-11
3044,45.13,Gil Roberts,USA,1989-03-15,1r1,Eagle Rock,2014-05-10
3044,45.13,Michael Bingham,GBR,1986-04-13,1rB,New York City,2014-06-14
3044,45.13,Machel Cedenio,TTO,1995-06-09,1,Eugene,2014-07-24
3044,45.13,Rennie Quow,TTO,1987-08-25,1,Rovereto,2014-09-02
3044,45.13,Mike Berry,USA,1991-12-10,3h2,Eugene,2015-06-25
3044,45.13,Tony McQuay,USA,1990-04-16,2,Heusden-Zolder,2015-07-18
3044,45.13,Yoandys Lescay,CUB,1994-01-05,3h3,San José,2015-08-07
3044,45.13,Kahmari Montgomery,USA,1997-08-16,1,Tuscaloosa,2016-05-14
3044,45.13,Matthew Hudson-Smith,GBR,1994-10-26,4,Birmingham,2016-06-05
