position_abs,time,name,country,date_birth,position_venue,venue,date
1191,44.8,Roxbert Martin,JAM,1969-11-05,1,Austin,1997-04-19
1191,44.8,Jerome Young,USA,1976-08-14,1s1,Indianapolis,1997-06-13
1191,44.8,Sanderlei Claro Parrela,BRA,1974-10-07,1,Rio de Janeiro,2000-05-21
1191,44.8,Anthuan Maybank,USA,1969-12-30,1,Nice,2000-07-08
1191,44.8,Ibrahim Ismail,QAT,1972-05-10,1,Sofia,2000-07-15
1191,44.8,Alvin Harrison,USA,1974-01-20,2s1,Sacramento,2000-07-15
1191,44.8,Derrick Brew,USA,1977-12-28,1r2,Indianapolis,2001-07-28
1191,44.8,Leonard Byrd,USA,1975-03-17,1r2,Rethimnó,2002-07-07
1191,44.8,Marc Raquil,FRA,1977-04-02,1,Sevilla,2003-06-07
1191,44.8,Michael Blackwood,JAM,1976-08-29,4,Saint-Denis,2003-08-26
1191,44.8,Jeremy Wariner,USA,1984-01-31,2,Waco,2004-04-17
1191,44.8,Gary Kikaya,COD,1978-02-04,2,Madrid,2004-07-17
1191,44.8,Michael Blackwood,JAM,1976-08-29,1,Rieti,2004-09-05
1191,44.8,Christopher Brown,BAH,1978-10-15,2rA,Oslo,2006-06-02
1191,44.8,Ricardo Chambers,JAM,1984-10-07,1rA,Barcelona,2008-07-19
1191,44.8,Joel Milburn,AUS,1986-03-17,2h2,Beijing,2008-08-18
1191,44.8,David Neville,USA,1984-06-01,3,Beijing,2008-08-21
1191,44.8,Leslie Djhoné,FRA,1981-03-18,3s1,Berlin,2009-08-19
1191,44.8,Jamaal Torrence,USA,1983-07-20,3,Des Moines,2010-06-26
1191,44.8,Jermaine Gonzáles,JAM,1984-11-26,2,London,2010-08-14
1191,44.8,Bryshon Nellum,USA,1989-05-01,3,Eugene,2012-06-24
1191,44.8,LaShawn Merritt,USA,1986-06-27,2rA,Kingston,2015-05-09
1191,44.8,Abdalelah Haroun,QAT,1997-01-01,5,Eugene,2015-05-30
1191,44.8,Vernon Norwood,USA,1992-04-10,3,Eugene,2015-06-27
1191,44.8,Nery Brenes,CRC,1985-09-25,1h1,San José,2015-08-07
1191,44.8,Michael Norman,USA,1997-12-03,7,Sacramento,2017-06-24
1191,44.8,Isaac Makwala,BOT,1986-09-29,1rA,La Chaux-de-Fonds,2017-07-02
1234,44.81,Innocent Egbunike,NGR,1961-11-30,1,Westwood,1984-05-13
1234,44.81,Michael Franks,USA,1963-09-23,4r1,Zürich,1987-08-19
1234,44.81,Thomas Schönlebe,GER,1965-08-06,1q2,Roma,1987-08-31
1234,44.81,Antonio McKay,USA,1964-02-09,2s1,Indianapolis,1988-07-18
1234,44.81,Ian Morris,TTO,1961-11-30,2,Gateshead,1992-07-17
1234,44.81,Harry Reynolds,USA,1964-06-08,1s1,Eugene,1993-06-18
1234,44.81,David Grindley,GBR,1972-10-29,1,London,1993-09-10
1234,44.81,Samson Kitur,KEN,1966-02-25,2,Monaco,1995-07-25
1234,44.81,Mark Richardson,GBR,1972-07-26,5,Göteborg,1995-08-09
1234,44.81,Danny McCray,USA,1974-03-11,2,Lubbock,1996-05-18
1234,44.81,Roger Black,GBR,1966-03-31,3r1,Atlanta,1996-05-18
1234,44.81,Michael Johnson,USA,1967-09-13,2s1,Atlanta,1996-06-17
1234,44.81,Samson Kitur,KEN,1966-02-25,2,Nairobi,1996-06-29
1234,44.81,Roxbert Martin,JAM,1969-11-05,2s2,Atlanta,1996-07-28
1234,44.81,Clement Chukwu,NGR,1973-07-07,1,Catania,1997-08-30
1234,44.81,Davis Kamoga,UGA,1968-03-17,1,Madrid,1997-09-05
1234,44.81,Arnaud Malherbe,RSA,1972-11-20,1,Germiston,1998-03-07
1234,44.81,Jerome Young,USA,1976-08-14,2,Roodepoort,1999-03-19
1234,44.81,Alleyne Francique,GRN,1976-06-07,3s1,Saint-Denis,2003-08-24
1234,44.81,Kelly Willie,USA,1982-09-07,1,Baton Rouge,2004-05-29
1234,44.81,Jeremy Wariner,USA,1984-01-31,1s2,Sacramento,2004-07-12
1234,44.81,Gary Kikaya,COD,1978-02-04,1,Oslo,2005-07-29
1234,44.81,Andrew Rock,USA,1982-01-23,2,London,2006-07-28
1234,44.81,Johan Wissman,SWE,1982-12-02,3h2,Beijing,2008-08-18
1234,44.81,Christopher Brown,BAH,1978-10-15,1,Roma,2009-07-10
1234,44.81,Calvin Smith,USA,1987-12-10,1rA,Gainesville,2010-04-17
1234,44.81,Kévin Borlée,BEL,1988-02-22,5,London,2012-08-06
1234,44.81,Kirani James,GRN,1992-09-01,1s3,Moskva,2013-08-12
1234,44.81,Tony McQuay,USA,1990-04-16,6,Eugene,2015-05-30
1234,44.81,David Verburg,USA,1991-05-14,3,Saint-Denis,2015-07-04
1234,44.81,Abdalelah Haroun,QAT,1997-01-01,3,Ad-Dawhah,2016-05-06
1234,44.81,Javon Francis,JAM,1994-12-14,3rA,Kingston,2016-06-11
1234,44.81,Michael Cherry,USA,1995-03-23,5s1,Eugene,2016-07-02
1234,44.81,Abdalelah Haroun,QAT,1997-01-01,1,Bydgoszcz,2016-07-22
1234,44.81,Akeem Bloomfield,JAM,1997-11-10,3,Columbia,2017-05-13
1234,44.81,Vernon Norwood,USA,1992-04-10,5,Monaco,2017-07-21
1270,44.82,Wendell Mottley,TTO,1941-07-02,1,Kingston,1966-08-11
1270,44.82,Maxie Parks,USA,1951-07-09,1,Westwood,1976-06-12
1270,44.82,Derek Redmond,GBR,1965-09-03,1,Oslo,1985-07-27
1270,44.82,Innocent Egbunike,NGR,1961-11-30,4,Westwood,1986-05-17
1270,44.82,Darrell Robinson,USA,1963-12-23,1,Bruxelles,1986-09-05
1270,44.82,Roddie Haley,USA,1965-12-06,3,Baton Rouge,1987-06-06
1270,44.82,Michael Franks,USA,1963-09-23,2,Lausanne,1987-09-15
1270,44.82,Michael Franks,USA,1963-09-23,1,Des Moines,1988-04-30
1270,44.82,Jason Rouser,USA,1970-03-22,2,Norman,1992-04-11
1270,44.82,Andrew Valmon,USA,1965-01-01,1,Rieti,1992-09-06
1270,44.82,Steve Lewis,USA,1969-05-16,2,London,1993-07-23
1270,44.82,Kennedy Ochieng,KEN,1971-12-30,1r2,Zürich,1993-08-04
1270,44.82,Harry Reynolds,USA,1964-06-08,2s1,Stuttgart,1993-08-16
1270,44.82,Quincy Watts,USA,1970-06-19,3,Berlin,1993-08-27
1270,44.82,Samson Kitur,KEN,1966-02-25,3,Zürich,1995-08-16
1270,44.82,Derek Mills,USA,1972-07-09,2,Bruxelles,1995-08-25
1270,44.82,Davis Kamoga,UGA,1968-03-17,3q3,Atlanta,1996-07-27
1270,44.82,Michael McDonald,JAM,1975-03-17,5r1,Lausanne,1997-07-02
1270,44.82,Iwan Thomas,GBR,1974-01-05,1s2,Budapest,1998-08-20
1270,44.82,Sanderlei Claro Parrela,BRA,1974-10-07,1,Rio de Janeiro,1999-06-04
1270,44.82,Jamie Baulch,GBR,1973-05-03,1r1,Lausanne,1999-07-02
1270,44.82,Gregory Haughton,JAM,1973-11-10,1,Osaka,2002-05-11
1270,44.82,Leonard Byrd,USA,1975-03-17,1rA,Stockholm,2002-07-16
1270,44.82,Jason Barton,USA,1982-04-09,2,Tucson,2004-05-15
1270,44.82,Jeremy Wariner,USA,1984-01-31,1s2,Carson,2005-06-24
1270,44.82,Andrew Rock,USA,1982-01-23,2,New York City,2006-06-03
1270,44.82,Andrew Rock,USA,1982-01-23,4rA,Roma,2006-07-14
1270,44.82,John Steffensen,AUS,1982-08-30,2h1,Osaka,2007-08-28
1270,44.82,Jeremy Wariner,USA,1984-01-31,1rA,Melbourne,2008-02-21
1270,44.82,Jordan Boase,USA,1985-10-10,1r1,Tempe,2008-04-12
1270,44.82,Rennie Quow,TTO,1987-08-25,4s3,Beijing,2008-08-19
1270,44.82,David Gillick,IRL,1983-07-09,2,Roma,2009-07-10
1270,44.82,Angelo Taylor,USA,1978-12-29,4rA,Stockholm,2011-07-29
1270,44.82,Rondell Bartholomew,GRN,1990-04-07,1h1,Daegu,2011-08-28
1270,44.82,Arman Hall,USA,1994-02-14,4s1,Des Moines,2013-06-21
1270,44.82,Luguelin Santos,DOM,1993-11-12,1rA,Kingston,2014-05-03
1270,44.82,Arman Hall,USA,1994-02-14,1,Eugene,2016-06-10
1270,44.82,David Verburg,USA,1991-05-14,3,Eugene,2016-07-03
1270,44.82,Vernon Norwood,USA,1992-04-10,2r2,Baton Rouge,2017-04-22
1270,44.82,Tony McQuay,USA,1990-04-16,4s1,Sacramento,2017-06-23
1270,44.82,Baboloki Thebe,BOT,1997-03-18,1h3,London,2017-08-05
1311,44.83,Lee Evans,USA,1947-02-25,1s2,Ciudad de México,1968-10-17
1311,44.83,Antonio McKay,USA,1964-02-09,1,Eugene,1984-06-02
1311,44.83,Sunday Uti,NGR,1962-10-23,2s2,Los Angeles,1984-08-06
1311,44.83,Ray Armstead,USA,1960-05-27,3,Zürich,1984-08-22
1311,44.83,Roddie Haley,USA,1965-12-06,1,Paris,1985-07-13
1311,44.83,Roddie Haley,USA,1965-12-06,2,San José,1987-06-27
1311,44.83,Roberto Hernández,CUB,1967-03-06,3s1,Roma,1987-09-01
1311,44.83,Steve Lewis,USA,1969-05-16,2,Eugene,1988-06-04
1311,44.83,Danny Everett,USA,1966-11-01,1q2,Seoul,1988-09-25
1311,44.83,Antonio Pettigrew,USA,1967-11-03,2,Gainesville,1989-04-08
1311,44.83,Steve Lewis,USA,1969-05-16,1,Stockholm,1989-07-03
1311,44.83,Andrew Valmon,USA,1965-01-01,2,Monaco,1992-08-11
1311,44.83,Quincy Watts,USA,1970-06-19,2,Berlin,1992-08-21
1311,44.83,Harry Reynolds,USA,1964-06-08,3,Köln,1993-08-01
1311,44.83,Darnell Hall,USA,1971-09-26,1,Kingston,1995-05-06
1311,44.83,Sunday Bada,NGR,1969-06-22,3,Monaco,1995-07-25
1311,44.83,Darnell Hall,USA,1971-09-26,6,Göteborg,1995-08-09
1311,44.83,Jude Monye,NGR,1973-11-16,2,Kingston,1996-05-11
1311,44.83,Roxbert Martin,JAM,1969-11-05,6,Atlanta,1996-07-29
1311,44.83,Roger Black,GBR,1966-03-31,4r1,Zürich,1996-08-14
1311,44.83,Milton Campbell,USA,1976-05-15,1,Atlanta,1997-04-19
1311,44.83,Harry Reynolds,USA,1964-06-08,1s2,Indianapolis,1997-06-13
1311,44.83,Jerome Young,USA,1976-08-14,2,Indianapolis,1997-06-14
1311,44.83,Alvin Harrison,USA,1974-01-20,1h3,New Orleans,1998-06-19
1311,44.83,Jamie Baulch,GBR,1973-05-03,2s2,Kuala Lumpur,1998-09-17
1311,44.83,Danny McCray,USA,1974-03-11,2,Winnipeg,1999-07-25
1311,44.83,Hendrik Mokganyetsi,RSA,1975-09-07,1r2,Zürich,2000-08-11
1311,44.83,Tyree Washington,USA,1976-08-28,1,Northridge,2001-03-24
1311,44.83,Leonard Byrd,USA,1975-03-17,1,Milano,2001-06-06
1311,44.83,Gregory Haughton,JAM,1973-11-10,1s2,Edmonton,2001-08-05
1311,44.83,Derrick Brew,USA,1977-12-28,1,Ciudad de México,2003-05-03
1311,44.83,Leslie Djhoné,FRA,1981-03-18,5,Saint-Denis,2003-08-26
1311,44.83,Anton Galkin,RUS,1979-02-20,1,Tula,2004-07-31
1311,44.83,Davian Clarke,JAM,1976-04-30,6,Athínai,2004-08-23
1311,44.83,Darold Williamson,USA,1983-02-19,1s1,Carson,2005-06-24
1311,44.83,Brandon Simpson,JAM,1981-09-06,2,Kingston,2005-06-26
1311,44.83,Andrew Rock,USA,1982-01-23,1,Carson,2006-05-21
1311,44.83,Gary Kikaya,COD,1978-02-04,1,Villeneuve d'Ascq,2006-06-09
1311,44.83,LeJerald Betters,USA,1988-02-06,3,Des Moines,2008-06-14
1311,44.83,Jordan Boase,USA,1985-10-10,4,Des Moines,2008-06-14
1311,44.83,Martyn Rooney,GBR,1987-04-03,1r1,London,2008-07-26
1311,44.83,LaShawn Merritt,USA,1986-06-27,1,Toronto,2009-06-11
1311,44.83,Jeremy Wariner,USA,1984-01-31,1rA,Stockholm,2009-07-31
1311,44.83,Tabarie Henry,ISV,1987-12-01,1r3,Baton Rouge,2011-04-02
1311,44.83,Josh Mance,USA,1992-03-21,2h3,Des Moines,2012-06-06
1311,44.83,Dane Hyatt,JAM,1984-01-22,1,Kingston,2012-07-01
1311,44.83,Jonathan Borlée,BEL,1988-02-22,6,London,2012-08-06
1311,44.83,Luguelin Santos,DOM,1993-11-12,2s3,Moskva,2013-08-12
1311,44.83,Isaac Makwala,BOT,1986-09-29,2,Ostrava,2014-06-17
1311,44.83,David Verburg,USA,1991-05-14,1,Marseille,2015-06-06
1311,44.83,Javon Francis,JAM,1994-12-14,2h3,Beijing,2015-08-23
1362,44.84,Billy Mullins,USA,1958-01-02,1,Westwood,1980-05-11
1362,44.84,Richard Mitchell,AUS,1955-03-22,2,Moskva,1980-07-30
1362,44.84,Sunder Nix,USA,1961-12-02,1,Stockholm,1986-07-01
1362,44.84,Walter McCoy,USA,1958-11-15,2,Athínai,1988-09-03
1362,44.84,Tim Simon,USA,1966-09-11,2,Houston,1989-06-17
1362,44.84,Roberto Hernández,CUB,1967-03-06,1,San Juan,1989-07-28
1362,44.84,Roberto Hernández,CUB,1967-03-06,1,Ciudad de México,1990-11-30
1362,44.84,Deon Minor,USA,1973-01-22,2,Austin,1992-06-06
1362,44.84,Roger Black,GBR,1966-03-31,1,Sheffield,1992-06-07
1362,44.84,Alvin Daniel,TTO,1968-08-30,1,Birmingham,1992-06-28
1362,44.84,Roberto Hernández,CUB,1967-03-06,2q1,Barcelona,1992-08-02
1362,44.84,Andrew Valmon,USA,1965-01-01,2,Rieti,1993-09-05
1362,44.84,Milton Campbell,USA,1976-05-15,1,Lignano Sabbiadoro,1997-07-10
1362,44.84,Mark Richardson,GBR,1972-07-26,2,Birmingham,1997-07-13
1362,44.84,Alvin Harrison,USA,1974-01-20,1,Edwardsville,1998-07-25
1362,44.84,Troy McIntosh,BAH,1973-03-29,1,Maracaibo,1998-08-16
1362,44.84,R. A. Sugath Thilakaratne,SRI,1973-07-30,1,Ad-Dawhah,1999-05-13
1362,44.84,Tyree Washington,USA,1976-08-28,1,Milano,2000-06-07
1362,44.84,Avard Moncur,BAH,1978-11-02,1,Eugene,2001-06-02
1362,44.84,Robert Mackowiak,POL,1970-05-13,2s3,Edmonton,2001-08-05
1362,44.84,Rickey Harris,USA,1981-09-29,1h2,Starkville,2002-05-11
1362,44.84,Brandon Simpson,JAM,1981-09-06,2,Kingston,2003-06-21
1362,44.84,Alleyne Francique,GRN,1976-06-07,3,Bruxelles,2005-08-26
1362,44.84,Michael Blackwood,JAM,1976-08-29,4,Bruxelles,2005-08-26
1362,44.84,Jeremy Wariner,USA,1984-01-31,1r1,Modesto,2006-05-06
1362,44.84,Xavier Carter,USA,1985-12-08,1,Knoxville,2006-05-27
1362,44.84,Michael Blackwood,JAM,1976-08-29,1r2,Madrid,2006-07-17
1362,44.84,Lionel Larry,USA,1986-09-14,3,Indianapolis,2007-06-23
1362,44.84,Ricardo Chambers,JAM,1984-10-07,3rA,Stockholm,2008-07-22
1362,44.84,Christopher Brown,BAH,1978-10-15,4,Beijing,2008-08-21
1362,44.84,Tavaris Tate,USA,1990-12-21,4,Des Moines,2010-06-26
1362,44.84,Nery Brenes,CRC,1985-09-25,1,Mayagüez,2010-07-26
1362,44.84,Michael Bingham,GBR,1986-04-13,3,Split,2010-09-04
1362,44.84,Rennie Quow,TTO,1987-08-25,2h1,Daegu,2011-08-28
1362,44.84,Gil Roberts,USA,1989-03-15,3h3,Des Moines,2012-06-06
1362,44.84,Tony McQuay,USA,1990-04-16,1s1,Eugene,2012-06-23
1362,44.84,Kévin Borlée,BEL,1988-02-22,2s3,London,2012-08-05
1362,44.84,Tony McQuay,USA,1990-04-16,3,Saint-Denis,2013-07-06
1362,44.84,Pavel Maslák,CZE,1991-02-21,3s3,Moskva,2013-08-12
1362,44.84,Isaac Makwala,BOT,1986-09-29,2,Marrakesh,2014-09-13
1362,44.84,Rusheen McDonald,JAM,1992-08-17,4,Saint-Denis,2015-07-04
1362,44.84,Kyle Clemons,USA,1990-12-27,3,Toronto,2015-07-23
1362,44.84,Lalonde Gordon,TTO,1988-11-25,4rA,Kingston,2016-06-11
1362,44.84,Luka Janezic,SLO,1995-11-14,6,Monaco,2017-07-21
1362,44.84,Gil Roberts,USA,1989-03-15,3s3,London,2017-08-06
1407,44.85,Maurice Peoples,USA,1950-12-17,1,Baton Rouge,1973-06-09
1407,44.85,Matthias Schersing,GDR,1964-10-07,3,Stuttgart,1986-08-29
1407,44.85,Harry Reynolds,USA,1964-06-08,1,Hengelo,1988-08-14
1407,44.85,Roberto Hernández,CUB,1967-03-06,1,Berlin,1991-06-23
1407,44.85,Roger Black,GBR,1966-03-31,2,Berlin,1991-09-10
1407,44.85,Steve Lewis,USA,1969-05-16,1,New York City,1992-05-24
1407,44.85,Quincy Watts,USA,1970-06-19,1,København,1992-08-25
1407,44.85,Ibrahim Ismail,QAT,1972-05-10,5s2,Stuttgart,1993-08-16
1407,44.85,Steve Lewis,USA,1969-05-16,2,Bruxelles,1993-09-03
1407,44.85,Gregory Haughton,JAM,1973-11-10,3,Bruxelles,1995-08-25
1407,44.85,Charles Gitonga,KEN,1971-10-05,1,Madrid,1996-06-12
1407,44.85,Davis Kamoga,UGA,1968-03-17,3s2,Atlanta,1996-07-28
1407,44.85,Jerome Young,USA,1976-08-14,1,Marietta,1998-05-10
1407,44.85,Hendrik Mokganyetsi,RSA,1975-09-07,2,Pretoria,2000-03-24
1407,44.85,Tyree Washington,USA,1976-08-28,1,Westwood,2001-04-14
1407,44.85,Michael McDonald,JAM,1975-03-17,1,Portland,2001-06-03
1407,44.85,Gregory Haughton,JAM,1973-11-10,2,Milano,2001-06-06
1407,44.85,Angelo Taylor,USA,1978-12-29,1,Eugene,2002-05-26
1407,44.85,Avard Moncur,BAH,1978-11-02,2r2,Rethimnó,2002-07-07
1407,44.85,Michael Blackwood,JAM,1976-08-29,1,Gateshead,2003-07-13
1407,44.85,Kelly Willie,USA,1982-09-07,2,Austin,2004-06-12
1407,44.85,Tim Benjamin,GBR,1982-05-02,1h1,Helsinki,2005-08-09
1407,44.85,Gary Kikaya,COD,1978-02-04,1,Belém,2006-05-21
1407,44.85,Jermaine Gonzáles,JAM,1984-11-26,5rA,Roma,2006-07-14
1407,44.85,Christopher Brown,BAH,1978-10-15,1,Rio de Janeiro,2007-07-25
1407,44.85,Jermaine Gonzáles,JAM,1984-11-26,2,London,2011-08-05
1407,44.85,Luguelin Santos,DOM,1993-11-12,1,Barcelona,2012-07-12
1407,44.85,Kirani James,GRN,1992-09-01,1rA,London,2012-07-14
1407,44.85,Jonathan Borlée,BEL,1988-02-22,2s2,Moskva,2013-08-12
1407,44.85,Abdalelah Haroun,QAT,1997-01-01,1,Ad-Dawhah,2015-05-15
1407,44.85,Nery Brenes,CRC,1985-09-25,4,Toronto,2015-07-23
1407,44.85,Jonathan Borlée,BEL,1988-02-22,5s3,Beijing,2015-08-24
1407,44.85,Javon Francis,JAM,1994-12-14,1,Kingston,2016-05-07
1407,44.85,Isaac Makwala,BOT,1986-09-29,3,Roma,2016-06-02
1407,44.85,Demish Gaye,JAM,1993-01-20,1r,Kingston,2017-05-06
1407,44.85,Bryshon Nellum,USA,1989-05-01,2h2,Sacramento,2017-06-22
1407,44.85,My'Lik Kerley,USA,1996-06-06,5s1,Sacramento,2017-06-23
1444,44.86,Vince Matthews,USA,1947-12-16,4,Echo Summit,1968-09-14
1444,44.86,Zeke Jefferson,USA,1961-07-25,1r3,Dallas,1981-05-16
1444,44.86,Cliff Wiley,USA,1955-05-21,1,Karl-Marx-Stadt,1982-07-09
1444,44.86,Alonzo Babers,USA,1961-10-31,2,Los Angeles,1984-06-21
1444,44.86,Matthias Schersing,GDR,1964-10-07,1,Potsdam,1984-07-21
1444,44.86,Thomas Schönlebe,GER,1965-08-06,1,Neubrandenburg,1985-06-07
1444,44.86,Darrell Robinson,USA,1963-12-23,1r1,Berlin,1986-08-15
1444,44.86,Tim Simon,USA,1966-09-11,1r1,Nice,1989-07-10
1444,44.86,Jens Carlowitz,GER,1964-08-08,2,Barcelona,1989-09-09
1444,44.86,Michael Johnson,USA,1967-09-13,1,London,1991-07-12
1444,44.86,Roberto Hernández,CUB,1967-03-06,4,Tokyo,1991-08-29
1444,44.86,Derek Mills,USA,1972-07-09,3,Austin,1992-06-06
1444,44.86,Samson Kitur,KEN,1966-02-25,1,Rovereto,1992-08-26
1444,44.86,Derek Mills,USA,1972-07-09,1,Padova,1994-07-10
1444,44.86,Derek Mills,USA,1972-07-09,1,New York City,1995-05-21
1444,44.86,Jerome Young,USA,1976-08-14,1,Odessa,1997-05-17
1444,44.86,Iwan Thomas,GBR,1974-01-05,1,Kingston,1997-09-19
1444,44.86,Tyree Washington,USA,1976-08-28,1,Luzern,1998-07-02
1444,44.86,Shane Niemi,CAN,1978-06-02,1,Ottawa,2001-07-21
1444,44.86,Gary Kikaya,COD,1978-02-04,1,Starkville,2002-05-12
1444,44.86,Ingo Schultz,GER,1975-07-26,2,Madrid,2002-09-20
1444,44.86,Leslie Djhoné,FRA,1981-03-18,1,Zürich,2003-08-15
1444,44.86,Otis Harris,USA,1982-06-30,2,Rieti,2004-09-05
1444,44.86,Andrew Rock,USA,1982-01-23,2,Carson,2005-05-22
1444,44.86,Jeremy Wariner,USA,1984-01-31,2,London,2005-07-22
1444,44.86,Brandon Simpson,JAM,1981-09-06,2,Oslo,2005-07-29
1444,44.86,Brandon Simpson,JAM,1981-09-06,4,Monaco,2005-09-09
1444,44.86,Avard Moncur,BAH,1978-11-02,3s1,Osaka,2007-08-29
1444,44.86,Ben Offereins,AUS,1986-12-03,1,Sydney,2010-02-27
1444,44.86,Tavaris Tate,USA,1990-12-21,1r1,Tuscaloosa,2010-03-27
1444,44.86,Kirani James,GRN,1992-09-01,1,Athens,2011-05-15
1444,44.86,Mike Berry,USA,1991-12-10,1s1,Austin,2012-05-25
1444,44.86,LaShawn Merritt,USA,1986-06-27,2rA,Kingston,2014-05-03
1444,44.86,Rusheen McDonald,JAM,1992-08-17,6s2,Beijing,2015-08-24
1478,44.87,Frank Schaffer,GDR,1958-10-23,3,Moskva,1980-07-30
1478,44.87,Sunder Nix,USA,1961-12-02,1s1,Indianapolis,1983-06-18
1478,44.87,Gabriel Tiacoh,CIV,1963-09-10,1h4,Austin,1985-05-30
1478,44.87,Michael Franks,USA,1963-09-23,1,Indianapolis,1985-06-16
1478,44.87,Michael Franks,USA,1963-09-23,1,Roma,1985-09-07
1478,44.87,Gabriel Tiacoh,CIV,1963-09-10,2r1,Berlin,1986-08-15
1478,44.87,Andrew Valmon,USA,1965-01-01,1,Rovereto,1990-08-21
1478,44.87,Danny Everett,USA,1966-11-01,2,Shizuoka,1990-09-15
1478,44.87,Roberto Hernández,CUB,1967-03-06,3,Shizuoka,1990-09-15
1478,44.87,Roger Black,GBR,1966-03-31,3,Monaco,1991-08-03
1478,44.87,Harry Reynolds,USA,1964-06-08,1,New Delhi,1993-09-14
1478,44.87,Derek Mills,USA,1972-07-09,4,Zürich,1995-08-16
1478,44.87,Davian Clarke,JAM,1976-04-30,2s1,Atlanta,1996-07-28
1478,44.87,Chris Jones,USA,1973-10-08,2s1,Indianapolis,1997-06-13
1478,44.87,Jerome Young,USA,1976-08-14,1q4,Athínai,1997-08-03
1478,44.87,Danny McCray,USA,1974-03-11,1s1,New Orleans,1998-06-20
1478,44.87,Anthuan Maybank,USA,1969-12-30,1,Malmö,1999-08-02
1478,44.87,Andrew Pierce,USA,1979-06-08,1,Iowa City,2000-05-21
1478,44.87,Eric Milazar,MRI,1975-06-01,1,La Chaux-de-Fonds,2000-08-13
1478,44.87,Ato Stephens,TTO,1979-06-19,1,Orlando,2001-04-21
1478,44.87,Ingo Schultz,GER,1975-07-26,2,Edmonton,2001-08-06
1478,44.87,Alleyne Francique,GRN,1976-06-07,1,Baton Rouge,2002-04-20
1478,44.87,Alleyne Francique,GRN,1976-06-07,1,San Sebastián,2002-08-20
1478,44.87,Michael Blackwood,JAM,1976-08-29,1,Berlin,2002-09-06
1478,44.87,Gregory Haughton,JAM,1973-11-10,2,Paris,2002-09-14
1478,44.87,Michael Blackwood,JAM,1976-08-29,1,Rethimnó,2003-07-06
1478,44.87,Brandon Simpson,JAM,1981-09-06,3,Roma,2003-07-11
1478,44.87,Jeremy Wariner,USA,1984-01-31,1s1,Athínai,2004-08-21
1478,44.87,Ricardo Chambers,JAM,1984-10-07,1r1,Atlanta,2005-05-14
1478,44.87,Jamel Ashley,USA,1979-04-17,3s2,Indianapolis,2006-06-23
1478,44.87,Brandon Simpson,BRN,1981-09-06,3rA,Stockholm,2006-07-25
1478,44.87,Darold Williamson,USA,1983-02-19,2s1,Indianapolis,2007-06-22
1478,44.87,Tyler Christopher,CAN,1983-10-03,2,Stuttgart,2007-09-22
1478,44.87,Leslie Djhoné,FRA,1981-03-18,2s1,Barcelona,2010-07-28
1478,44.87,Demetrius Pinder,BAH,1989-02-13,1,Norman,2011-05-15
1478,44.87,Tony McQuay,USA,1990-04-16,1h1,Des Moines,2011-06-08
1478,44.87,Ramon Miller,BAH,1987-02-17,2rA,Nassau,2012-06-23
1478,44.87,Javon Francis,JAM,1994-12-14,1,Ostrava,2016-05-20
1478,44.87,Machel Cedenio,TTO,1995-06-09,2,Somerville,2016-06-17
1478,44.87,Karsten Warholm,NOR,1996-02-28,1,Florø,2017-06-10
1518,44.88,Larry James,USA,1947-11-06,2s2,Ciudad de México,1968-10-17
1518,44.88,Cliff Wiley,USA,1955-05-21,1,Roma,1981-09-05
1518,44.88,Michael Paul,TTO,1957-03-28,2,Köln,1982-08-22
1518,44.88,Danny Everett,USA,1966-11-01,2,Westwood,1987-05-16
1518,44.88,Roberto Hernández,CUB,1967-03-06,1,Formia,1988-06-19
1518,44.88,Andrew Valmon,USA,1965-01-01,2q3,Indianapolis,1988-07-17
1518,44.88,Tim Simon,USA,1966-09-11,3q1,Indianapolis,1988-07-17
1518,44.88,Mark Rowe,USA,1960-07-28,4q1,Indianapolis,1988-07-17
1518,44.88,Samson Kitur,KEN,1966-02-25,2,Auckland,1990-01-28
1518,44.88,Antonio Pettigrew,USA,1967-11-03,3,Sevilla,1991-05-30
1518,44.88,Antonio Pettigrew,USA,1967-11-03,2,Malmö,1991-08-05
1518,44.88,Seymour Fagan,JAM,1967-12-30,1h5,Tokyo,1991-08-25
1518,44.88,Samuel Matete,ZAM,1968-07-27,1,Rieti,1991-09-06
1518,44.88,Antonio Pettigrew,USA,1967-11-03,2,Durham,1994-08-13
1518,44.88,Sunday Bada,NGR,1969-06-22,4,Lausanne,1995-07-05
1518,44.88,Leonard Byrd,USA,1975-03-17,1,Natchitoches,1996-05-18
1518,44.88,Roger Black,GBR,1966-03-31,2,London,1996-07-12
1518,44.88,Sunday Bada,NGR,1969-06-22,1q1,Atlanta,1996-07-27
1518,44.88,Mark Richardson,GBR,1972-07-26,2,Sheffield,1997-06-29
1518,44.88,Anthuan Maybank,USA,1969-12-30,1h4,New Orleans,1998-06-19
1518,44.88,Mark Richardson,GBR,1972-07-26,1,Moskva,1998-09-05
1518,44.88,Jopie van Oudtshoorn,RSA,1976-02-05,1,Pietersburg,1999-03-13
1518,44.88,Jopie van Oudtshoorn,RSA,1976-02-05,1,Pretoria,1999-04-10
1518,44.88,Gregory Haughton,JAM,1973-11-10,1r1,Zürich,2000-08-11
1518,44.88,Avard Moncur,BAH,1978-11-02,1,Tempe,2001-04-14
1518,44.88,Avard Moncur,BAH,1978-11-02,1h1,Edmonton,2001-08-04
